No.	Name	Chromosome No./Scaffold Id	BLAST (UniRef)	Gene ontology		
				GO:0005615	C	extracellular space
				GO:0008083	F	growth factor activity
6388	KWMTBOMO06388	Bomo_Chr11	bombyxin_A-7_precursor_[Bombyx_mori]	GO:0005615	C	extracellular space
	279 bp			GO:0008083	F	growth factor activity
				GO:0005179	F	hormone activity
				GO:0005576	C	extracellular region
6389	KWMTBOMO06389	Bomo_Chr11	bombyxin_A-4_precursor_[Bombyx_mori]	GO:0005615	C	extracellular space
	279 bp			GO:0008083	F	growth factor activity
				GO:0005179	F	hormone activity
				GO:0005576	C	extracellular region
6390	KWMTBOMO06390	Bomo_Chr11	bombyxin_A-10_[Bombyx_mori]	GO:0005615	C	extracellular space
	249 bp			GO:0008083	F	growth factor activity
				GO:0005179	F	hormone activity
				GO:0005576	C	extracellular region
6391	KWMTBOMO06391	Bomo_Chr11	reverse_transcriptase_[Bombyx_mori]	GO:0005179	F	hormone activity
	843 bp			GO:0005576	C	extracellular region
				GO:0005615	C	extracellular space
				GO:0008083	F	growth factor activity
6392	KWMTBOMO06392	Bomo_Chr11	PREDICTED:_LOW_QUALITY_PROTEIN:_uncharacterized_protein_K02A2.6-like_[Papilio_machaon]	GO:0003676	F	nucleic acid binding
	2790 bp			GO:0008270	F	zinc ion binding
				GO:0005615	C	extracellular space
				GO:0008083	F	growth factor activity
				GO:0005179	F	hormone activity
				GO:0005576	C	extracellular region
				GO:0015074	P	DNA integration
6393	KWMTBOMO06393	Bomo_Chr11	bombyxin_A-3_precursor_[Bombyx_mori]	GO:0005179	F	hormone activity
	279 bp			GO:0005576	C	extracellular region
				GO:0005615	C	extracellular space
				GO:0008083	F	growth factor activity
6394	KWMTBOMO06394	Bomo_Chr11	bombyxin_A-2_precursor_[Bombyx_mori]	GO:0005179	F	hormone activity
	270 bp			GO:0005576	C	extracellular region
				GO:0005615	C	extracellular space
				GO:0008083	F	growth factor activity
6395	KWMTBOMO06395	Bomo_Chr11	AF461149_1_transposase_[Bombyx_mori]	GO:0003677	F	DNA binding
	618 bp					
6396	KWMTBOMO06396	Bomo_Chr11	PREDICTED:_netrin-B_isoform_X1_[Bombyx_mori]	GO:0005515	F	protein binding
	819 bp					
6397	KWMTBOMO06397	Bomo_Chr11	PREDICTED:_uridine-cytidine_kinase-like_1_isoform_X2_[Bombyx_mori]	GO:0009116	P	nucleoside metabolic process
	1671 bp			GO:0005524	F	ATP binding
				GO:0008152	P	metabolic process
				GO:0016301	F	kinase activity
6398	KWMTBOMO06398	Bomo_Chr11	PREDICTED:_xylose_isomerase-like_[Bombyx_mori]	GO:0005975	P	carbohydrate metabolic process
	1389 bp			GO:0009045	F	xylose isomerase activity
6399	KWMTBOMO06399	Bomo_Chr11	CDKAL1-like_protein_[Papilio_xuthus]	GO:0051539	F	"4 iron, 4 sulfur cluster binding"
	1623 bp			GO:0003824	F	catalytic activity
				GO:0009451	P	RNA modification
				GO:0051536	F	iron-sulfur cluster binding
				GO:0016740	F	transferase activity
				GO:0043412	P	biopolymer modification
6400	KWMTBOMO06400	Bomo_Chr11	PREDICTED:_protein_trapped_in_endoderm-1_isoform_X2_[Papilio_xuthus]	GO:0004930	F	G-protein coupled receptor activity
	1005 bp			GO:0007186	P	G-protein coupled receptor protein signaling pathway
				GO:0016021	C	integral to membrane
6401	KWMTBOMO06401	Bomo_Chr11	H+_transporting_ATP_synthase_subunit_d_[Bombyx_mori]	GO:0000276	C	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
	540 bp			GO:0015078	F	hydrogen ion transmembrane transporter activity
				GO:0015986	P	ATP synthesis coupled proton transport
6402	KWMTBOMO06402	Bomo_Chr11	PREDICTED:_ATP-dependent_RNA_helicase_dbp2-like_isoform_X1_[Papilio_polytes]	GO:0003676	F	nucleic acid binding
	1794 bp			GO:0005524	F	ATP binding
6403	KWMTBOMO06403	Bomo_Chr11	PREDICTED:_tektin-B1-like_[Amyelois_transitella]			
	1275 bp					
6404	KWMTBOMO06404	Bomo_Chr11	PREDICTED:_serine_palmitoyltransferase_1-like_[Plutella_xylostella]	GO:0009058	P	biosynthetic process
	1353 bp			GO:0030170	F	pyridoxal phosphate binding
				GO:0003824	F	catalytic activity
6405	KWMTBOMO06405	Bomo_Chr11	hypothetical_protein_RR46_00529_[Papilio_xuthus]			
	1104 bp					
6406	KWMTBOMO06406	Bomo_Chr11	putative_bisphosphate_nucleotidase_[Danaus_plexippus]	GO:0046854	P	phosphoinositide phosphorylation
	801 bp					
6407	KWMTBOMO06407	Bomo_Chr11	PREDICTED:_ubiquitin-conjugating_enzyme_E2_W_[Amyelois_transitella]			
	465 bp					
6408	KWMTBOMO06408	Bomo_Chr11	PREDICTED:_CAS1_domain-containing_protein_1_[Bombyx_mori]			
	987 bp					
6409	KWMTBOMO06409	Bomo_Chr11	PREDICTED:_CAS1_domain-containing_protein_1_[Bombyx_mori]			
	1419 bp					
6410	KWMTBOMO06410	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101738384_[Bombyx_mori]	GO:0005515	F	protein binding
	5124 bp					
6411	KWMTBOMO06411	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101737183_[Bombyx_mori]			
	2028 bp					
6412	KWMTBOMO06412	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101738384_[Bombyx_mori]			
	2250 bp					
6413	KWMTBOMO06413	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101742632_isoform_X2_[Bombyx_mori]			
	1386 bp					
6414	KWMTBOMO06414	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101738118_[Bombyx_mori]			
	1230 bp					
6415	KWMTBOMO06415	Bomo_Chr11	Retrovirus-related_Pol_polyprotein_from_transposon_17.6_[Operophtera_brumata]			
	954 bp					
6416	KWMTBOMO06416	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101737986_[Bombyx_mori]			
	921 bp					
6417	KWMTBOMO06417	Bomo_Chr11	hypothetical_protein_KGM_16163_[Danaus_plexippus]			
	621 bp					
6418	KWMTBOMO06418	Bomo_Chr11	PREDICTED:_1-acylglycerophosphocholine_O-acyltransferase_1_isoform_X2_[Bombyx_mori]	GO:0005509	F	calcium ion binding
	1017 bp					
6419	KWMTBOMO06419	Bomo_Chr11	reverse_transcriptase_[Bombyx_mori]			
	3474 bp					
6420	KWMTBOMO06420	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101737183_[Bombyx_mori]			
	1884 bp					
6421	KWMTBOMO06421	Bomo_Chr11	1-acylglycerophosphocholine_O-acyltransferase_1_[Papilio_machaon]			
	549 bp					
6422	KWMTBOMO06422	Bomo_Chr11	PREDICTED:_sperm-associated_antigen_7_homolog_[Amyelois_transitella]	GO:0003676	F	nucleic acid binding
	1206 bp					
6423	KWMTBOMO06423	Bomo_Chr11	PREDICTED:_sodium-dependent_neutral_amino_acid_transporter_B(0)AT3_[Plutella_xylostella]	GO:0005328	F	neurotransmitter:sodium symporter activity
	504 bp			GO:0006836	P	neurotransmitter transport
				GO:0016021	C	integral to membrane
6424	KWMTBOMO06424	Bomo_Chr11	endonuclease-reverse_transcriptase_[Bombyx_mori]			
	2988 bp					
6425	KWMTBOMO06425	Bomo_Chr11	Sodium-dependent_neutral_amino_acid_transporter_B(0)AT2_[Papilio_machaon]	GO:0005328	F	neurotransmitter:sodium symporter activity
	1728 bp			GO:0006836	P	neurotransmitter transport
				GO:0016021	C	integral to membrane
				GO:0005887	C	integral to plasma membrane
				GO:0016020	C	membrane
6426	KWMTBOMO06426	Bomo_Chr11	"PREDICTED:_alanine--glyoxylate_aminotransferase_2,_mitochondrial_[Amyelois_transitella]"	GO:0008483	F	transaminase activity
	909 bp			GO:0030170	F	pyridoxal phosphate binding
				GO:0003824	F	catalytic activity
6427	KWMTBOMO06427	Bomo_Chr11	signal_sequence_receptor_precursor_[Bombyx_mori]	GO:0005789	C	endoplasmic reticulum membrane
	840 bp					
6428	KWMTBOMO06428	Bomo_Chr11	"Alanine--glyoxylate_aminotransferase_2,_mitochondrial_[Papilio_xuthus]"	GO:0003824	F	catalytic activity
	2847 bp			GO:0008483	F	transaminase activity
				GO:0030170	F	pyridoxal phosphate binding
6429	KWMTBOMO06429	Bomo_Chr11	Alanyl-tRNA_editing_protein_Aarsd1_[Papilio_xuthus]	GO:0000166	F	nucleotide binding
	1071 bp			GO:0005524	F	ATP binding
				GO:0016876	F	"ligase activity, forming aminoacyl-tRNA and related compounds"
				GO:0043039	P	tRNA aminoacylation
				GO:0003676	F	nucleic acid binding
				GO:0004813	F	alanine-tRNA ligase activity
				GO:0006419	P	alanyl-tRNA aminoacylation
6430	KWMTBOMO06430	Bomo_Chr11	hypothetical_protein_KGM_01834_[Danaus_plexippus]			
	651 bp					
6431	KWMTBOMO06431	Bomo_Chr11	PREDICTED:_1-phosphatidylinositol_3-phosphate_5-kinase-like_isoform_X1_[Bombyx_mori]	GO:0046872	F	metal ion binding
	5058 bp			GO:0016307	F	phosphatidylinositol phosphate kinase activity
				GO:0046488	P	phosphatidylinositol metabolic process
				GO:0005524	F	ATP binding
6432	KWMTBOMO06432	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101744337_[Bombyx_mori]			
	1479 bp					
6433	KWMTBOMO06433	Bomo_Chr11	PREDICTED:_transmembrane_protein_64-like_isoform_X1_[Plutella_xylostella]			
	825 bp					
6434	KWMTBOMO06434	Bomo_Chr11	PREDICTED:_zinc_finger_CCCH_domain-containing_protein_15_homolog_[Plutella_xylostella]	GO:0046872	F	metal ion binding
	1164 bp					
6435	KWMTBOMO06435	Bomo_Chr11	phosphotriesterase-like_protein_[Bombyx_mori]	GO:0008270	F	zinc ion binding
	1053 bp			GO:0009056	P	catabolic process
				GO:0016788	F	"hydrolase activity, acting on ester bonds"
6436	KWMTBOMO06436	Bomo_Chr11	PREDICTED:_dyslexia_susceptibility_1_candidate_gene_1_protein_[Bombyx_mori]	GO:0005515	F	protein binding
	1266 bp					
6437	KWMTBOMO06437	Bomo_Chr11	PREDICTED:_probable_cytosolic_oligopeptidase_A_[Bombyx_mori]	GO:0008237	F	metallopeptidase activity
	2010 bp			GO:0004222	F	metalloendopeptidase activity
				GO:0006508	P	proteolysis
6438	KWMTBOMO06438	Bomo_Chr11	PREDICTED:_organic_cation_transporter_protein-like_[Bombyx_mori]	GO:0016021	C	integral to membrane
	1809 bp			GO:0022857	F	transmembrane transporter activity
6439	KWMTBOMO06439	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC106121504_[Papilio_xuthus]			
	1272 bp					
6440	KWMTBOMO06440	Bomo_Chr11	glutamate_[NMDA]_receptor-associated_protein_1_[Bombyx_mori]			
	948 bp					
6441	KWMTBOMO06441	Bomo_Chr11	"PREDICTED:_39S_ribosomal_protein_L52,_mitochondrial_[Amyelois_transitella]"			
	381 bp					
6442	KWMTBOMO06442	Bomo_Chr11	PREDICTED:_elongation_of_very_long_chain_fatty_acids_protein_7-like_isoform_X2_[Bombyx_mori]	GO:0016021	C	integral to membrane
	600 bp					
6443	KWMTBOMO06443	Bomo_Chr11	PREDICTED:_elongation_of_very_long_chain_fatty_acids_protein_7-like_isoform_X2_[Bombyx_mori]	GO:0016021	C	integral to membrane
	249 bp					
6444	KWMTBOMO06444	Bomo_Chr11	PREDICTED:_GTP-binding_protein_REM_1_[Bombyx_mori]	GO:0005525	F	GTP binding
	564 bp			GO:0007264	P	small GTPase mediated signal transduction
				GO:0007165	P	signal transduction
				GO:0016020	C	membrane
6445	KWMTBOMO06445	Bomo_Chr11	gag-like_protein_[Bombyx_mori]			
	1623 bp					
6446	KWMTBOMO06446	Bomo_Chr11	reverse_transcriptase_[Bombyx_mori]			
	2694 bp					
6447	KWMTBOMO06447	Bomo_Chr11	"hypothetical_protein_AB894_15365,_partial_[Piscirickettsia_salmonis_LF-89_=_ATCC_VR-1361]"	GO:0003676	F	nucleic acid binding
	4377 bp			GO:0008270	F	zinc ion binding
				GO:0004190	F	aspartic-type endopeptidase activity
				GO:0006508	P	proteolysis
				GO:0015074	P	DNA integration
6448	KWMTBOMO06448	Bomo_Chr11	PREDICTED:_GTP-binding_protein_REM_1_[Bombyx_mori]			
	525 bp					
6449	KWMTBOMO06449	Bomo_Chr11	"beta-1,3-glucan_recognition_protein_3_precursor_[Bombyx_mori]"	GO:0004553	F	"hydrolase activity, hydrolyzing O-glycosyl compounds"
	1470 bp			GO:0005975	P	carbohydrate metabolic process
				GO:0030246	F	carbohydrate binding
6450	KWMTBOMO06450	Bomo_Chr11	"beta-1,3-glucan_recognition_protein_1_[Helicoverpa_armigera]"	GO:0004553	F	"hydrolase activity, hydrolyzing O-glycosyl compounds"
	1488 bp			GO:0005975	P	carbohydrate metabolic process
				GO:0030246	F	carbohydrate binding
6451	KWMTBOMO06451	Bomo_Chr11	"beta-1,3-glucan_recognition_protein_2_precursor_[Bombyx_mori]"	GO:0030246	F	carbohydrate binding
	285 bp					
6452	KWMTBOMO06452	Bomo_Chr11	"beta-1,3-glucan_recognition_protein_2_precursor_[Bombyx_mori]"	GO:0004553	F	"hydrolase activity, hydrolyzing O-glycosyl compounds"
	801 bp			GO:0005975	P	carbohydrate metabolic process
6453	KWMTBOMO06453	Bomo_Chr11	PREDICTED:_calcium-transporting_ATPase_type_2C_member_1_isoform_X2_[Amyelois_transitella]	GO:0016021	C	integral to membrane
	2715 bp			GO:0000166	F	nucleotide binding
				GO:0046872	F	metal ion binding
				GO:0005388	F	calcium-transporting ATPase activity
				GO:0006816	P	calcium ion transport
6454	KWMTBOMO06454	Bomo_Chr11	NADH-ubiquinone_reductase_[Bombyx_mori]	GO:0016491	F	oxidoreductase activity
	738 bp					
6455	KWMTBOMO06455	Bomo_Chr11	PREDICTED:_myeloid_zinc_finger_1_[Bombyx_mori]	GO:0046872	F	metal ion binding
	1842 bp			GO:0003676	F	nucleic acid binding
6456	KWMTBOMO06456	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101743192_[Bombyx_mori]			
	1035 bp					
6457	KWMTBOMO06457	Bomo_Chr11	PREDICTED:_activating_transcription_factor_7-interacting_protein_1_[Papilio_machaon]	GO:0005515	F	protein binding
	3024 bp					
6458	KWMTBOMO06458	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101743046_[Bombyx_mori]			
	744 bp					
6459	KWMTBOMO06459	Bomo_Chr11	"PREDICTED:_LOW_QUALITY_PROTEIN:_uncharacterized_protein_LOC105841899,_partial_[Bombyx_mori]"			
	3063 bp					
6460	KWMTBOMO06460	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101743046_[Bombyx_mori]	GO:0005515	F	protein binding
	1230 bp			GO:0008270	F	zinc ion binding
6461	KWMTBOMO06461	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101742906_isoform_X2_[Bombyx_mori]			
	891 bp					
6462	KWMTBOMO06462	Bomo_Chr11	Transmembrane_protein_223_[Papilio_machaon]			
	276 bp					
6463	KWMTBOMO06463	Bomo_Chr11	DNA_topoisomerase_2_[Bombyx_mori]	GO:0003677	F	DNA binding
	4632 bp			GO:0003918	F	DNA topoisomerase (ATP-hydrolyzing) activity
				GO:0005524	F	ATP binding
				GO:0006265	P	DNA topological change
				GO:0006259	P	DNA metabolic process
6464	KWMTBOMO06464	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC106121342_[Papilio_xuthus]			
	828 bp					
6465	KWMTBOMO06465	Bomo_Chr11	reverse_transcriptase_[Danaus_plexippus]			
	2271 bp					
6466	KWMTBOMO06466	Bomo_Chr11	AF461149_1_transposase_[Bombyx_mori]			
	441 bp					
6467	KWMTBOMO06467	Bomo_Chr11	PREDICTED:_balbiani_ring_protein_3-like_[Amyelois_transitella]	GO:0005515	F	protein binding
	1419 bp					
6468	KWMTBOMO06468	Bomo_Chr11	"PREDICTED:_LOW_QUALITY_PROTEIN:_uncharacterized_protein_LOC105841899,_partial_[Bombyx_mori]"			
	1923 bp					
6469	KWMTBOMO06469	Bomo_Chr11	PREDICTED:_lipase_member_H-like_isoform_X1_[Bombyx_mori]			
	861 bp					
6470	KWMTBOMO06470	Bomo_Chr11	PREDICTED:_lipase_member_H-A-like_[Bombyx_mori]			
	864 bp					
6471	KWMTBOMO06471	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC105842588_[Bombyx_mori]			
	1125 bp					
6472	KWMTBOMO06472	Bomo_Chr11	hypothetical_protein_KGM_22112_[Danaus_plexippus]			
	2112 bp					
6473	KWMTBOMO06473	Bomo_Chr11	PREDICTED:_protein_arginine_N-methyltransferase_7_isoform_X1_[Bombyx_mori]	GO:0006479	P	protein amino acid methylation
	2061 bp			GO:0008168	F	methyltransferase activity
6474	KWMTBOMO06474	Bomo_Chr11	cytochrome_c1_[Bombyx_mori]	GO:0009055	F	electron carrier activity
	927 bp			GO:0020037	F	heme binding
6475	KWMTBOMO06475	Bomo_Chr11	PREDICTED:_condensin_complex_subunit_2_[Amyelois_transitella]	GO:0000796	C	condensin complex
	2091 bp			GO:0007076	P	mitotic chromosome condensation
6476	KWMTBOMO06476	Bomo_Chr11	PREDICTED:_protein_LSM14_homolog_B_isoform_X3_[Bombyx_mori]			
	1416 bp					
6477	KWMTBOMO06477	Bomo_Chr11	PREDICTED:_15-hydroxyprostaglandin_dehydrogenase_[NAD(+)]-like_[Amyelois_transitella]			
	759 bp					
6478	KWMTBOMO06478	Bomo_Chr11	reverse_transcriptase_[Bombyx_mori]			
	1020 bp					
6479	KWMTBOMO06479	Bomo_Chr11	PREDICTED:_kelch-like_protein_10_[Amyelois_transitella]	GO:0005515	F	protein binding
	1887 bp					
6480	KWMTBOMO06480	Bomo_Chr11	60S_ribosomal_protein_L18_[Bombyx_mori]	GO:0003735	F	structural constituent of ribosome
	552 bp			GO:0005622	C	intracellular
				GO:0005840	C	ribosome
				GO:0006412	P	translation
6481	KWMTBOMO06481	Bomo_Chr11	PREDICTED:_folliculin_isoform_X2_[Bombyx_mori]			
	1260 bp					
6482	KWMTBOMO06482	Bomo_Chr11	PREDICTED:_maternal_protein_tudor_[Bombyx_mori]			
	4788 bp					
6483	KWMTBOMO06483	Bomo_Chr11	PREDICTED:_maternal_protein_tudor-like_isoform_X3_[Amyelois_transitella]			
	2178 bp					
6484	KWMTBOMO06484	Bomo_Chr11	PREDICTED:_protein_JTB-like_[Plutella_xylostella]	GO:0016021	C	integral to membrane
	444 bp					
6485	KWMTBOMO06485	Bomo_Chr11	DNA_cytosine-5_methyltransferase_[Bombyx_mori]	GO:0008168	F	methyltransferase activity
	1011 bp					
6486	KWMTBOMO06486	Bomo_Chr11	PREDICTED:_sphingosine_kinase_1-like_[Papilio_xuthus]	GO:0016301	F	kinase activity
	1812 bp					
6487	KWMTBOMO06487	Bomo_Chr11	putative_ankyrin_repeat_domain_54_[Danaus_plexippus]	GO:0005515	F	protein binding
	801 bp					
6488	KWMTBOMO06488	Bomo_Chr11	PREDICTED:_armadillo_repeat-containing_protein_8-like_isoform_X1_[Bombyx_mori]	GO:0005515	F	protein binding
	1980 bp			GO:0005488	F	binding
6489	KWMTBOMO06489	Bomo_Chr11	AF461149_1_transposase_[Bombyx_mori]	GO:0003677	F	DNA binding
	1041 bp					
6490	KWMTBOMO06490	Bomo_Chr11	PREDICTED:_cyclin-dependent_kinase_14_[Bombyx_mori]	GO:0004672	F	protein kinase activity
	1437 bp			GO:0005524	F	ATP binding
				GO:0006468	P	protein amino acid phosphorylation
				GO:0020037	F	heme binding
6491	KWMTBOMO06491	Bomo_Chr11	cPLA2_[Spodoptera_exigua]	GO:0019904	F	protein domain specific binding
	1131 bp					
6492	KWMTBOMO06492	Bomo_Chr11	PLA2-C_[Spodoptera_exigua]	GO:0005515	F	protein binding
	1812 bp			GO:0006629	P	lipid metabolic process
				GO:0008152	P	metabolic process
6493	KWMTBOMO06493	Bomo_Chr11	PREDICTED:_85/88_kDa_calcium-independent_phospholipase_A2_[Papilio_machaon]	GO:0008152	P	metabolic process
	630 bp			GO:0006629	P	lipid metabolic process
6494	KWMTBOMO06494	Bomo_Chr11	PREDICTED:_LOW_QUALITY_PROTEIN:_protein_cueball_[Bombyx_mori]	GO:0005515	F	protein binding
	1308 bp					
6495	KWMTBOMO06495	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC105388498_[Plutella_xylostella]			
	2460 bp					
6496	KWMTBOMO06496	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101742172_isoform_X4_[Bombyx_mori]			
	4476 bp					
6497	KWMTBOMO06497	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101741882_isoform_X4_[Bombyx_mori]			
	1167 bp					
6498	KWMTBOMO06498	Bomo_Chr11	AF461149_1_transposase_[Bombyx_mori]			
	336 bp					
6499	KWMTBOMO06499	Bomo_Chr11	PREDICTED:_supervillin-like_isoform_X2_[Bombyx_mori]			
	3867 bp					
6500	KWMTBOMO06500	Bomo_Chr11	endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori]			
	1317 bp					
6501	KWMTBOMO06501	Bomo_Chr11	PREDICTED:_supervillin-like_isoform_X2_[Bombyx_mori]	GO:0003779	F	actin binding
	3504 bp			GO:0007010	P	cytoskeleton organization and biogenesis
6502	KWMTBOMO06502	Bomo_Chr11	peritrophin_type-A_domain_protein_4_[Mamestra_configurata]	GO:0005576	C	extracellular region
	1509 bp			GO:0006030	P	chitin metabolic process
				GO:0008061	F	chitin binding
6503	KWMTBOMO06503	Bomo_Chr11	hypothetical_protein_[Piscirickettsia_salmonis]			
	2355 bp					
6504	KWMTBOMO06504	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC101736632_[Bombyx_mori]			
	387 bp					
6505	KWMTBOMO06505	Bomo_Chr11	PREDICTED:_allatotropin-like_isoform_X2_[Bombyx_mori]			
	366 bp					
6506	KWMTBOMO06506	Bomo_Chr11	reverse_transcriptase_[Danaus_plexippus]			
	1524 bp					
6507	KWMTBOMO06507	Bomo_Chr11	hypothetical_protein_KGM_16487_[Danaus_plexippus]	GO:0016579	P	protein deubiquitination
	3387 bp			GO:0006511	P	ubiquitin-dependent protein catabolic process
6508	KWMTBOMO06508	Bomo_Chr11	PREDICTED:_sodium-_and_chloride-dependent_creatine_transporter_1-like_[Bombyx_mori]	GO:0005328	F	neurotransmitter:sodium symporter activity
	930 bp			GO:0006836	P	neurotransmitter transport
				GO:0016021	C	integral to membrane
6509	KWMTBOMO06509	Bomo_Chr11	Regulation_of_nuclear_pre-mRNA_domain-containing_protein_1B_[Operophtera_brumata]			
	1047 bp					
6510	KWMTBOMO06510	Bomo_Chr11	Uncharacterized_protein_OBRU01_07290_[Operophtera_brumata]			
	1017 bp					
6511	KWMTBOMO06511	Bomo_Chr11	C-type_lectin_-_mannose_binding_[Papilio_xuthus]			
	246 bp					
6512	KWMTBOMO06512	Bomo_Chr11	reverse_transcriptase_[Bombyx_mori]			
	1860 bp					
6513	KWMTBOMO06513	Bomo_Chr11	gag-like_protein_[Bombyx_mori]			
	1629 bp					
6514	KWMTBOMO06514	Bomo_Chr11	PREDICTED:_C-type_lectin_domain_family_4_member_F_[Bombyx_mori]			
	378 bp					
6515	KWMTBOMO06515	Bomo_Chr11	PREDICTED:_LOW_QUALITY_PROTEIN:_protein_FAM135A_[Bombyx_mori]			
	5514 bp					
6516	KWMTBOMO06516	Bomo_Chr11	PREDICTED:_protein_FAM49A_[Amyelois_transitella]			
	729 bp					
6517	KWMTBOMO06517	Bomo_Chr11	PREDICTED:_uncharacterized_protein_LOC105387844_[Plutella_xylostella]	GO:0015074	P	DNA integration
	9834 bp			GO:0003676	F	nucleic acid binding
				GO:0008270	F	zinc ion binding
6518	KWMTBOMO06518	Bomo_Chr11	reverse_transcriptase_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	4125 bp			GO:0008270	F	zinc ion binding
6519	KWMTBOMO06519	Bomo_Chr11	Protein_FAM49A_[Papilio_machaon]			
	312 bp					
6520	KWMTBOMO06520	Bomo_Chr11	PREDICTED:_nuclear_envelope_phosphatase-regulatory_subunit_1_homolog_isoform_X2_[Papilio_polytes]	GO:0035307	P	positive regulation of protein amino acid dephosphorylation
	390 bp					
6521	KWMTBOMO06521	Bomo_Chr11	enoyl-CoA_delta_isomerase_1_[Agrotis_segetum]	GO:0003824	F	catalytic activity
	852 bp			GO:0008152	P	metabolic process
6522	KWMTBOMO06522	Bomo_Chr11	putative_protein_phosphatases_pp1_regulatory_subunit_[Danaus_plexippus]	GO:0005515	F	protein binding
	1665 bp					
6523	KWMTBOMO06523	Bomo_Chr11	PREDICTED:_target_of_Myb_protein_1_[Amyelois_transitella]	GO:0006886	P	intracellular protein transport
	1407 bp			GO:0005622	C	intracellular
6524	KWMTBOMO06524	Bomo_Chr11	protein_disulfide_isomerase_precursor_[Bombyx_mori]	GO:0005783	C	endoplasmic reticulum
